feature_family_id	neutral_loss_tag	family_center_mz	family_center_rt	primary_evidence	quantifiable_detected_count	quantifiable_rescue_count	duplicate_assigned_count	changed_fields	old_include_in_primary_matrix	old_identity_decision	old_identity_confidence	old_identity_reason	old_row_flags	new_include_in_primary_matrix	new_identity_decision	new_identity_confidence	new_identity_reason	new_row_flags	risk_classification	promotion_state	promotion_reason	promotion_flags	supported_rescue_count	assessed_rescue_count
FAM001567	DNA_dR	412.089	8.3389	owner_complete_link	3	5	0	include_in_primary_matrix;identity_decision;identity_confidence;identity_reason;row_flags	FALSE	provisional_discovery	review	weak_seed_backfill_dependency	rescue_heavy;weak_seed_backfill_dependency;rescue_only_review	TRUE	production_family	medium	dda_limited_ms2_but_ms1_shape_supported	rescue_heavy;weak_seed_backfill_dependency;high_backfill_dependency_capped	supported_backfill_capped	supported	dda_limited_ms2_but_ms1_shape_supported	high_backfill_dependency_capped	5	5
FAM001645	DNA_dR	420.627	14.2887	owner_complete_link	2	6	0	identity_reason;row_flags	FALSE	provisional_discovery	review	extreme_backfill_dependency	rescue_heavy;high_backfill_dependency;rescue_only_review	FALSE	provisional_discovery	review	low_ms1_assessable_coverage_blocked	rescue_heavy;high_backfill_dependency;low_ms1_assessable_coverage;rescue_only_review	blocked_low_ms1_assessable_coverage	blocked	low_ms1_assessable_coverage_blocked	low_ms1_assessable_coverage	5	6
FAM001703	DNA_dR	450.001	14.2932	owner_complete_link	2	5	0	identity_reason;row_flags	FALSE	provisional_discovery	review	weak_seed_backfill_dependency	rescue_heavy;weak_seed_backfill_dependency;rescue_only_review	FALSE	provisional_discovery	review	low_ms1_assessable_coverage_blocked	rescue_heavy;weak_seed_backfill_dependency;low_ms1_assessable_coverage;rescue_only_review	blocked_low_ms1_assessable_coverage	blocked	low_ms1_assessable_coverage_blocked	low_ms1_assessable_coverage	4	5
FAM001751	DNA_dR	466.241	11.331	owner_complete_link	2	6	0	include_in_primary_matrix;identity_decision;identity_confidence;identity_reason;row_flags	FALSE	provisional_discovery	review	extreme_backfill_dependency	rescue_heavy;high_backfill_dependency;rescue_only_review	TRUE	production_family	medium	dda_limited_ms2_but_ms1_shape_supported	rescue_heavy;high_backfill_dependency;high_backfill_dependency_capped	supported_backfill_capped	supported	dda_limited_ms2_but_ms1_shape_supported	high_backfill_dependency_capped	6	6
FAM001763	DNA_dR	470.094	7.76267	owner_complete_link	2	6	0	include_in_primary_matrix;identity_decision;identity_confidence;identity_reason;row_flags	FALSE	provisional_discovery	review	extreme_backfill_dependency	rescue_heavy;high_backfill_dependency;rescue_only_review	TRUE	production_family	medium	dda_limited_ms2_but_ms1_shape_supported	rescue_heavy;high_backfill_dependency;high_backfill_dependency_capped	supported_backfill_capped	supported	dda_limited_ms2_but_ms1_shape_supported	high_backfill_dependency_capped	6	6
FAM001780	DNA_dR	476.081	8.08983	owner_complete_link	3	5	0	include_in_primary_matrix;identity_decision;identity_confidence;identity_reason;row_flags	FALSE	provisional_discovery	review	weak_seed_backfill_dependency	rescue_heavy;weak_seed_backfill_dependency;rescue_only_review	TRUE	production_family	medium	dda_limited_ms2_but_ms1_shape_supported	rescue_heavy;weak_seed_backfill_dependency;high_backfill_dependency_capped	supported_backfill_capped	supported	dda_limited_ms2_but_ms1_shape_supported	high_backfill_dependency_capped	5	5
FAM001833	DNA_dR	484.217	40.6101	owner_complete_link	3	5	0	identity_reason;row_flags	FALSE	provisional_discovery	review	weak_seed_backfill_dependency	rescue_heavy;weak_seed_backfill_dependency;rescue_only_review	FALSE	provisional_discovery	review	low_ms1_assessable_coverage_blocked	rescue_heavy;weak_seed_backfill_dependency;low_ms1_assessable_coverage;rescue_only_review	blocked_low_ms1_assessable_coverage	blocked	low_ms1_assessable_coverage_blocked	low_ms1_assessable_coverage	4	5
FAM001839	DNA_dR	485.149	8.18188	owner_complete_link	2	5	0	identity_reason;row_flags	FALSE	provisional_discovery	review	weak_seed_backfill_dependency	rescue_heavy;weak_seed_backfill_dependency;rescue_only_review	FALSE	provisional_discovery	review	low_ms1_assessable_coverage_blocked	rescue_heavy;weak_seed_backfill_dependency;low_ms1_assessable_coverage;rescue_only_review	blocked_low_ms1_assessable_coverage	blocked	low_ms1_assessable_coverage_blocked	low_ms1_assessable_coverage	4	5
FAM001867	DNA_dR	489.259	12.2795	owner_complete_link	3	5	0	include_in_primary_matrix;identity_decision;identity_confidence;identity_reason;row_flags	FALSE	provisional_discovery	review	weak_seed_backfill_dependency	rescue_heavy;weak_seed_backfill_dependency;rescue_only_review	TRUE	production_family	medium	dda_limited_ms2_but_ms1_shape_supported	rescue_heavy;weak_seed_backfill_dependency;high_backfill_dependency_capped	supported_backfill_capped	supported	dda_limited_ms2_but_ms1_shape_supported	high_backfill_dependency_capped	5	5
FAM001870	DNA_dR	493.097	8.69653	owner_complete_link	3	5	0	identity_reason;row_flags	FALSE	provisional_discovery	review	weak_seed_backfill_dependency	rescue_heavy;weak_seed_backfill_dependency;rescue_only_review	FALSE	provisional_discovery	review	low_ms1_assessable_coverage_blocked	rescue_heavy;weak_seed_backfill_dependency;low_ms1_assessable_coverage;rescue_only_review	blocked_low_ms1_assessable_coverage	blocked	low_ms1_assessable_coverage_blocked	low_ms1_assessable_coverage	4	5
FAM001903	DNA_dR	505.195	40.6205	owner_complete_link	2	6	0	identity_reason;row_flags	FALSE	provisional_discovery	review	extreme_backfill_dependency	rescue_heavy;high_backfill_dependency;rescue_only_review	FALSE	provisional_discovery	review	low_ms1_assessable_coverage_blocked	rescue_heavy;high_backfill_dependency;low_ms1_assessable_coverage;rescue_only_review	blocked_low_ms1_assessable_coverage	blocked	low_ms1_assessable_coverage_blocked	low_ms1_assessable_coverage	5	6
FAM001912	DNA_dR	507.207	13.4658	owner_complete_link	2	6	0	include_in_primary_matrix;identity_decision;identity_confidence;identity_reason;row_flags	FALSE	provisional_discovery	review	extreme_backfill_dependency	rescue_heavy;high_backfill_dependency;rescue_only_review	TRUE	production_family	medium	dda_limited_ms2_but_ms1_shape_supported	rescue_heavy;high_backfill_dependency;high_backfill_dependency_capped	supported_backfill_capped	supported	dda_limited_ms2_but_ms1_shape_supported	high_backfill_dependency_capped	6	6
FAM001998	DNA_dR	546.138	8.40108	owner_complete_link	2	6	0	include_in_primary_matrix;identity_decision;identity_confidence;identity_reason;row_flags	FALSE	provisional_discovery	review	extreme_backfill_dependency	rescue_heavy;high_backfill_dependency;rescue_only_review	TRUE	production_family	medium	dda_limited_ms2_but_ms1_shape_supported	rescue_heavy;high_backfill_dependency;high_backfill_dependency_capped	supported_backfill_capped	supported	dda_limited_ms2_but_ms1_shape_supported	high_backfill_dependency_capped	6	6
FAM002028	DNA_dR	552.187	11.0782	owner_complete_link	2	5	0	identity_reason;row_flags	FALSE	provisional_discovery	review	weak_seed_backfill_dependency	rescue_heavy;weak_seed_backfill_dependency;rescue_only_review	FALSE	provisional_discovery	review	low_ms1_assessable_coverage_blocked	rescue_heavy;weak_seed_backfill_dependency;low_ms1_assessable_coverage;rescue_only_review	blocked_low_ms1_assessable_coverage	blocked	low_ms1_assessable_coverage_blocked	low_ms1_assessable_coverage	4	5
FAM002031	DNA_dR	553.137	15.2711	owner_complete_link	3	5	0	identity_confidence;identity_reason;row_flags	TRUE	production_family	high	owner_complete_link	rescue_heavy;weak_seed_tolerated	TRUE	production_family	medium	dda_limited_ms2_but_ms1_shape_supported	rescue_heavy;weak_seed_backfill_dependency;high_backfill_dependency_capped	supported_backfill_capped	supported	dda_limited_ms2_but_ms1_shape_supported	high_backfill_dependency_capped	5	5
FAM002058	DNA_dR	560.153	8.06875	owner_complete_link	3	5	0	include_in_primary_matrix;identity_decision;identity_confidence;identity_reason;row_flags	TRUE	production_family	high	owner_complete_link	rescue_heavy;weak_seed_tolerated	FALSE	provisional_discovery	review	low_ms1_assessable_coverage_blocked	rescue_heavy;weak_seed_backfill_dependency;low_ms1_assessable_coverage;rescue_only_review	blocked_low_ms1_assessable_coverage	blocked	low_ms1_assessable_coverage_blocked	low_ms1_assessable_coverage	4	5
FAM002133	DNA_dR	616.304	34.2596	owner_complete_link	3	5	0	identity_confidence;identity_reason;row_flags	TRUE	production_family	high	owner_complete_link	rescue_heavy;weak_seed_tolerated	TRUE	production_family	medium	dda_limited_ms2_but_ms1_shape_supported	rescue_heavy;weak_seed_backfill_dependency;high_backfill_dependency_capped	supported_backfill_capped	supported	dda_limited_ms2_but_ms1_shape_supported	high_backfill_dependency_capped	5	5
FAM002148	DNA_dR	625.13	13.4819	owner_complete_link	2	5	0	include_in_primary_matrix;identity_decision;identity_confidence;identity_reason;row_flags	FALSE	provisional_discovery	review	weak_seed_backfill_dependency	rescue_heavy;weak_seed_backfill_dependency;rescue_only_review	TRUE	production_family	medium	dda_limited_ms2_but_ms1_shape_supported	rescue_heavy;weak_seed_backfill_dependency;high_backfill_dependency_capped	supported_backfill_capped	supported	dda_limited_ms2_but_ms1_shape_supported	high_backfill_dependency_capped	5	5
FAM002160	DNA_dR	673.131	8.36501	owner_complete_link	2	5	0	include_in_primary_matrix;identity_decision;identity_confidence;identity_reason;row_flags	FALSE	provisional_discovery	review	weak_seed_backfill_dependency	rescue_heavy;weak_seed_backfill_dependency;rescue_only_review	TRUE	production_family	medium	dda_limited_ms2_but_ms1_shape_supported	rescue_heavy;weak_seed_backfill_dependency;high_backfill_dependency_capped	supported_backfill_capped	supported	dda_limited_ms2_but_ms1_shape_supported	high_backfill_dependency_capped	5	5
FAM002167	DNA_dR	693.342	23.035	owner_complete_link	2	6	0	include_in_primary_matrix;identity_decision;identity_confidence;identity_reason;row_flags	FALSE	provisional_discovery	review	extreme_backfill_dependency	rescue_heavy;high_backfill_dependency;rescue_only_review	TRUE	production_family	medium	dda_limited_ms2_but_ms1_shape_supported	rescue_heavy;high_backfill_dependency;high_backfill_dependency_capped	supported_backfill_capped	supported	dda_limited_ms2_but_ms1_shape_supported	high_backfill_dependency_capped	6	6
FAM002184	DNA_dR	795.214	13.1826	owner_complete_link	2	5	0	identity_reason;row_flags	FALSE	provisional_discovery	review	weak_seed_backfill_dependency	rescue_heavy;weak_seed_backfill_dependency;rescue_only_review	FALSE	provisional_discovery	review	low_ms1_assessable_coverage_blocked	rescue_heavy;weak_seed_backfill_dependency;low_ms1_assessable_coverage;rescue_only_review	blocked_low_ms1_assessable_coverage	blocked	low_ms1_assessable_coverage_blocked	low_ms1_assessable_coverage	3	5
